index_dist,middle_dist,ring_dist,pinky_dist,position
0.2534408737872404,0.2878722206994008,0.26798396254617735,0.21965078222462428,fourfingersup
0.2504289063255686,0.2744492544469421,0.27698585615693244,0.24084048686144113,fourfingersup
0.33530545568157405,0.3589763775213483,0.3388562659986961,0.27059482493779685,fourfingersup
0.31103925576467656,0.34403359556724755,0.3183223056676922,0.2515151751692633,fourfingersup
0.32690041028929206,0.3605829753261535,0.3333552771621023,0.259159803463496,fourfingersup
0.3242240716508543,0.3622642378780018,0.3328690857270042,0.25307507613402647,fourfingersup
0.31607347138287717,0.351643501751278,0.3261413644590774,0.2533854388986755,fourfingersup
0.3235455517035794,0.3641196336707622,0.3338223360662511,0.2526352172490304,fourfingersup
0.33277302163033085,0.372816829359908,0.34146330901650696,0.26060147552792867,fourfingersup
0.3127880721675102,0.3525009865738919,0.3289482484349131,0.2454878215626317,fourfingersup
0.29090276099965023,0.3275253613457758,0.3130997053501748,0.2502709503591516,fourfingersup
0.27206579523876623,0.31491542965258745,0.30449739834870415,0.23398267446544926,fourfingersup
0.2576337116011728,0.29314735485001203,0.28642143461861036,0.23650743280691772,fourfingersup
0.26446359053973406,0.3095936652664579,0.29265472944091575,0.25361674129228806,fourfingersup
0.13913636292559595,0.1995153391963699,0.19705595594094155,0.18099838071759655,fourfingersup
0.2662988181679939,0.3078178304965097,0.29609564276878453,0.24957319755028387,fourfingersup
0.24222585258572363,0.27304864656832795,0.26821485775863235,0.21937328821123667,fourfingersup
0.2832085633301898,0.30529223894918245,0.2918083809226947,0.22699688848279065,fourfingersup
0.30299927035956853,0.33392222706175395,0.3115834238681721,0.24371394978201177,fourfingersup
0.29394816901693327,0.32706464366952437,0.3086272258841178,0.2400111897492353,fourfingersup
0.28845872737929623,0.31724386801342236,0.3020076141995418,0.24065050656189615,fourfingersup
0.2755468645273123,0.30780208838674544,0.29472001793001595,0.24646420539082106,fourfingersup
0.2631368513763607,0.30223011882407513,0.2812793302863635,0.21930579758972626,fourfingersup
0.2824696651010586,0.3221044786747159,0.29596633869058264,0.23187614893900094,fourfingersup
0.2660143251334704,0.3025638511356358,0.2885540554280259,0.23406812670711769,fourfingersup
0.25876463316582704,0.2998231530976025,0.29178101243419113,0.2392954868832256,fourfingersup
0.25725170481276394,0.29870079446440556,0.28904797007512056,0.23430132325521244,fourfingersup
0.26599404333926197,0.30329036702174256,0.28961308130009206,0.22111844397051833,fourfingersup
0.2690003766212046,0.3040951846947415,0.286782122901635,0.21649359460752227,fourfingersup
0.27214205424732657,0.30430542215576584,0.29067582450841273,0.21671969125149146,fourfingersup
0.2536729542101644,0.2783292862105349,0.27205186046648905,0.20318026766237313,fourfingersup
0.26640228616171296,0.29473588143449075,0.27801818954049745,0.21221988069833475,fourfingersup
0.2589907483543125,0.28208828415237036,0.2648793585174585,0.19923060003869658,fourfingersup
0.24536534562523607,0.28468428432988596,0.26804177182755723,0.2014873158806781,fourfingersup
0.25034829911592354,0.27786649870922003,0.2616812149080868,0.19566560822527806,fourfingersup
0.2407504993500279,0.27310057141991495,0.2585837136783526,0.19677959703149978,fourfingersup
0.23707239100362035,0.2651669154595315,0.2556926035775962,0.19449542020725305,fourfingersup
0.23609332609731107,0.26415960128674465,0.2546629135101609,0.1978730921421014,fourfingersup
0.24509034264401272,0.2702162581664072,0.2552556402569929,0.19112727428931608,fourfingersup
0.14375632426055732,0.16722579000128146,0.1541029862100545,0.10481259063037908,fourfingersup
0.2669180975029961,0.28987718546224905,0.26671182371149665,0.19425435793540524,fourfingersup
0.24042919321292358,0.263766370081893,0.24353454408330485,0.17681118593929682,fourfingersup
0.2758254926478462,0.30236821664320185,0.2761206265053447,0.20242751735499512,fourfingersup
0.2465224650103313,0.27092463630974173,0.25166426153489957,0.18203423815585204,fourfingersup
0.2747621703921662,0.299043278877809,0.27015879669421616,0.19882804044490499,fourfingersup
0.247954775076422,0.276392835255113,0.2525504118222162,0.18162250902792787,fourfingersup
0.27877685663461454,0.3097589057792451,0.2849699336610291,0.20778254735425591,fourfingersup
0.2997983435696198,0.3278071959471107,0.30001465391415805,0.21935444815850777,fourfingersup
0.3062370719678126,0.3445161526397452,0.31514985581313604,0.2259484358759874,fourfingersup
0.31268613967828107,0.3511807748293383,0.32900970526034773,0.24353678412134827,fourfingersup
0.3233505529282895,0.3603733469412809,0.33811267499118347,0.25861976776004914,fourfingersup
0.3250220840994969,0.3686671305617648,0.3476007248423473,0.26711839137624965,fourfingersup
0.30862440461679413,0.35401339785702696,0.3339431396134654,0.253901783041397,fourfingersup
0.3194315910945026,0.3630388459539982,0.3454358148154151,0.2641739990081975,fourfingersup
0.31450682322497603,0.3571716797571633,0.3415779175591697,0.26570470412916986,fourfingersup
0.29333628621096874,0.33286255437583107,0.3194862808178194,0.2550435881353501,fourfingersup
0.2717165801331419,0.3080494842555096,0.2993588712546682,0.2374596183467565,fourfingersup
0.2819485196418243,0.32226885823428436,0.3093687628729641,0.2558607151076162,fourfingersup
0.2773670331642804,0.29096806064055214,0.022890373699280726,0.04133900392934918,fourfingersup
0.3189486083783136,0.3554961983476254,0.20376852683911345,0.1441833289018184,fourfingersup
0.34837716250880035,0.3919183036376845,0.36462139126995835,0.2776142592768421,fourfingersup
0.32872194223707085,0.3744628591503861,0.34953963282645406,0.26563691076795426,fourfingersup
0.3292662728494688,0.3851218978556099,0.362057008893554,0.27607488123447416,fourfingersup
0.3291395574709008,0.3658825841829485,0.345002723593236,0.2566652913193833,fourfingersup
0.3020243180704191,0.34695010230400297,0.33764106758117113,0.2697039308220814,fourfingersup
0.2998989214410759,0.356568699056909,0.34390043011918303,0.27287773814496996,fourfingersup
