index_dist,middle_dist,ring_dist,pinky_dist,position
0.17595219315651878,0.0863413727389642,0.13146403988647837,0.16157014637387762,pointing
0.17132834812537204,0.053266378131323434,0.10736252533747961,0.13749781419698306,pointing
0.19771004270434114,0.062245904295797023,0.10211587345133852,0.11768255729266035,pointing
0.21878952681256333,0.04887442497120565,0.0969877576670969,0.11834269016609222,pointing
0.24544678947816162,0.04210020322761224,0.08371842969261484,0.10683324972340479,pointing
0.24470909556168274,0.04584379286572201,0.08748498431319583,0.1123615534020079,pointing
0.23412153746359937,0.04857322770403935,0.09801173729265672,0.12013198641345954,pointing
0.2291480085914888,0.03511222483727231,0.09735542644309664,0.12289337878644055,pointing
0.2306327990590118,0.04122765753524821,0.10542467251495992,0.13110336993810812,pointing
0.23568556962017823,0.04814190889067771,0.09994997067590952,0.12415583581218763,pointing
0.21327632971513777,0.05574624984907541,0.09744457408008289,0.12313471680624795,pointing
0.19689130649802397,0.03681673320691225,0.090293558220702,0.11845412206401033,pointing
0.1795691039377329,0.03574240880077829,0.0913939861804272,0.11574490624322425,pointing
0.18465207169917153,0.04502330141789634,0.08626151441114363,0.11817459300223161,pointing
0.18589742084804742,0.03547835802988553,0.08044599333560909,0.11122868226408303,pointing
0.20122202505123155,0.032340632406389146,0.0828437426565858,0.11457541039625883,pointing
0.22794856953841025,0.046318263182332606,0.08931993524490534,0.12011550347491859,pointing
0.265136297668514,0.05476407908448763,0.09155756209359388,0.11789627710046077,pointing
0.2644396217424573,0.06272887726892264,0.09752544350173503,0.11789709941619553,pointing
0.2680177039385311,0.05442661424703887,0.09722586052008952,0.12289581312793511,pointing
0.27126069997641383,0.04978169355587326,0.09573123059776727,0.11891682681280082,pointing
0.2854902223595746,0.01106916879289329,0.08599741691423185,0.11382724692297896,pointing
0.2842157246100337,0.01949832816318079,0.08380326679692325,0.1108197594373612,pointing
0.27914584333947196,0.014257553249297965,0.07683206256319758,0.10423362814459809,pointing
0.27885328834244244,0.06059985500138292,0.03872351469506371,0.08852901559686181,pointing
0.24677427176782565,0.010274401898702308,0.0670388206036477,0.10097058904325867,pointing
0.06572781790859195,0.06910537963391607,0.042597858181648136,0.09184413432752625,pointing
0.05498473794275579,0.015077807061630198,0.054590379858460665,0.08409794086545694,pointing
0.09890554126879135,0.04734384048362253,0.04956463118020698,0.08790040571353004,pointing
0.10935017147827637,0.07328519054652179,0.05854045826862409,0.0922107197474586,pointing
0.1382026053166919,0.07332505346473786,0.05941875384013008,0.08904589461095486,pointing
0.21099532864465037,0.03151437169009371,0.06117292545080036,0.09530516817534249,pointing
0.25306166651749984,0.0364625591862759,0.07183682303363889,0.09723065549433431,pointing
0.2867430697655798,0.02920776964036723,0.06862391774999613,0.0957244035868074,pointing
0.29340199392053623,0.03484471585512819,0.07419254596783792,0.09873920148805858,pointing
0.2985939783759792,0.03568545745538389,0.07335028836158661,0.10114924204652997,pointing
0.310533035895425,0.0264368780000788,0.07158834313981095,0.10213955127873639,pointing
0.32529145589329594,0.02941921413900622,0.07401386083108308,0.1039078538554614,pointing
0.3216641813916311,0.02424182347180103,0.08229017355099512,0.10905396688481675,pointing
0.322120078783797,0.013301399494503166,0.08183181760028327,0.10991127166304768,pointing
0.31073494824375314,0.016676592773878264,0.08571036441746872,0.11250517012902207,pointing
0.302701813741437,0.01018582849401971,0.08459098544672056,0.1087367648437784,pointing
0.2889619764708116,0.0104648418230438,0.09330601851789193,0.1199918410845213,pointing
0.2792719704792157,0.009460094656475035,0.09042506684561707,0.12112014773005658,pointing
0.27526388986450695,0.008883740347286478,0.09751239575799892,0.12049849650769583,pointing
0.2789589973486991,0.00593888778905373,0.09853591141670338,0.12007777819300486,pointing
0.27924677253199714,0.026740529258258,0.09881524260463208,0.1170519560714131,pointing
0.2736946410591339,0.037942476104389077,0.09634958387074359,0.1186485513598737,pointing
0.20122524178283732,0.04738451922020304,0.07777285616753155,0.09943885150116678,pointing
0.22558614952247852,0.017832682201232623,0.06261753261814032,0.0978187548038647,pointing
0.20270178665666397,0.019951643448082187,0.0602604101980393,0.09258328249976477,pointing
0.09268341130839508,0.05477120863243462,0.04097469721641008,0.07782000487752051,pointing
0.07457417540416961,0.04755326970314463,0.05191388666962247,0.06404927742831382,pointing
0.07590558439425715,0.004544700420233744,0.034156931025696315,0.061175794374817974,pointing
0.04864327872065122,0.062230919221399984,0.10034610939431551,0.12772763207641688,pointing
0.13924973736839755,0.13104155827051253,0.15402310231515887,0.1846749687032383,pointing
0.2078100592854564,0.1338881829712572,0.1498523956704967,0.1525732945397725,pointing
0.15011506477578698,0.1307371734366623,0.1507157244100626,0.15569244146920175,pointing
0.22984442050298434,0.12909313637395708,0.14529001012306714,0.1365550152788763,pointing
0.30591146098072025,0.0735789207395481,0.1176217539884057,0.1056018674475687,pointing
0.3065927458345166,0.030299199564850894,0.11530449776843187,0.10479854544075372,pointing
0.30140391274399386,0.06040785974925912,0.09937109001289066,0.09861216233924643,pointing
0.2978486282269007,0.06695165834231222,0.11047066797322504,0.10559696095337977,pointing
0.2903652139025541,0.06222113279932955,0.11054323995592868,0.10717015756789298,pointing
0.26246103195294823,0.08247590074473189,0.13534814228482425,0.1200784377675062,pointing
0.2539127873596662,0.10952572081955338,0.13778711155294132,0.12984371278431572,pointing
0.2514391877593369,0.11535741477411539,0.14758540409942983,0.14317943155611382,pointing
0.24875075585271592,0.11323627985290398,0.1489347571923198,0.13650156028390217,pointing
0.2405315687594341,0.1234035602264465,0.15442689202631366,0.14682673379610348,pointing
0.23601665105533326,0.12640734329962727,0.16031054721506777,0.14990209194686394,pointing
0.22626140036476552,0.12707651799270056,0.16487323060684805,0.15469993423770484,pointing
0.24101089683141902,0.11291385280857084,0.16383067524958042,0.1612823265072653,pointing
0.2661160094364668,0.0860791482946491,0.15797636404269388,0.15662224173179423,pointing
0.27744205251197973,0.028066151639689722,0.11856664576112892,0.12802219686682567,pointing
0.2866067021388082,0.04522496153867987,0.09099821283965194,0.10248561818001233,pointing
0.29298658519298576,0.04420251308746797,0.07442268654241373,0.08775464996840869,pointing
0.2907161377502152,0.03369904583927799,0.06147102524325893,0.07448558932432159,pointing
0.29214064457328837,0.02998839241503799,0.05229847064709946,0.06618820317703683,pointing
0.28514171706749436,0.02553018527781996,0.04680457914235048,0.064921480101009,pointing
0.27342411857518417,0.013161179428298753,0.03971902355001597,0.06528786511680884,pointing
0.1996773937522097,0.003496693013970242,0.02837866316452791,0.05697653276223739,pointing
0.1781291064287951,0.06598818206575485,0.0389703198772671,0.05368094889077698,pointing
0.14855051593232596,0.09953310940978743,0.01916043326372977,0.045455926042749936,pointing
